concurrency round ttfa_p95_ms aggregate_rtf
1 1 93.88898639999998 0.7996527847493069
3 1 216.8085038 0.6414347839373734
6 1 406.04489294999996 0.6173915724295287
1 2 95.58181754999998 0.8025790398890943
3 2 215.5505058 0.6417089697099727
6 2 405.38354315 0.616587326308341
